date,CAD,USD,EUR,GBP
2017-01-03,50.89,68.37,71.11,83.76
2017-01-04,51.05,67.97,71.11,83.6
2017-01-05,51.18,67.78,71.69,83.93
2017-01-06,51.49,68.04,71.85,83.81
2017-01-09,51.49,68.18,71.92,82.82
2017-01-10,51.65,68.25,72.16,83.03
2017-01-11,51.71,68.51,71.95,83.02
2017-01-12,51.87,67.98,72.44,83.11
2017-01-13,51.89,68.19,72.48,83.01
2017-01-16,51.76,68.07,72.2,82.12
2017-01-17,52.03,67.93,72.68,84.08
2017-01-18,51.76,67.8,72.73,83.81
2017-01-19,51.15,68.05,72.42,83.88
2017-01-20,51.05,68.18,72.7,83.99
2017-01-23,51.26,68.12,73.12,85.0
2017-01-24,51.71,68.12,73.2,85.13
2017-01-25,52.0,68.06,73.07,85.78
2017-01-26,52.0,68.14,72.81,85.76
2017-01-27,51.87,68.07,72.8,85.42
2017-01-30,51.73,67.84,72.44,84.78
2017-01-31,51.84,67.55,72.85,84.8
2017-02-01,51.57,67.43,72.54,85.26
2017-02-02,51.63,67.2,72.53,84.3
2017-02-03,51.63,67.2,72.39,83.96
2017-02-06,51.31,67.21,72.14,83.74
2017-02-07,51.15,67.35,71.98,83.89
2017-02-08,50.97,67.06,71.68,83.99
2017-02-09,50.84,66.74,71.19,83.6
2017-02-10,51.1,66.86,71.08,83.43
2017-02-13,51.2,66.98,71.04,83.8
2017-02-14,51.15,66.85,70.75,83.35
2017-02-15,51.1,66.88,70.74,83.19
2017-02-16,51.36,67.05,71.48,83.74
2017-02-17,51.2,67.09,71.29,83.37
2017-02-21,50.94,66.98,70.61,83.4
2017-02-22,50.81,66.98,70.59,83.39
2017-02-23,50.86,66.68,70.53,83.55
2017-02-24,50.92,66.68,70.53,83.28
2017-02-27,50.84,66.69,70.7,82.99
2017-02-28,50.33,66.68,70.71,82.83
2017-03-01,50.13,66.86,70.54,82.28
2017-03-02,49.9,66.8,70.2,81.96
2017-03-03,49.83,66.79,70.6,81.85
2017-03-06,49.73,66.65,70.59,81.64
2017-03-07,49.65,66.62,70.43,81.26
2017-03-08,49.55,66.77,70.44,81.22
2017-03-09,49.33,66.67,70.55,81.14
2017-03-10,49.46,66.59,70.98,81.01
2017-03-13,49.21,66.18,70.57,80.93
2017-03-14,48.78,65.78,69.91,79.94
2017-03-15,48.88,65.63,69.85,80.22
2017-03-16,49.09,65.39,70.17,80.8
2017-03-17,49.07,65.44,70.31,81.01
2017-03-20,48.92,65.35,70.23,80.82
2017-03-21,49.04,65.31,70.59,81.46
2017-03-22,49.0,65.46,70.72,81.6
2017-03-23,49.09,65.47,70.6,81.93
2017-03-24,48.9,65.4,70.65,81.67
2017-03-27,48.61,65.01,70.72,81.78
2017-03-28,48.64,65.05,70.53,81.34
2017-03-29,48.54,64.87,69.78,80.59
2017-03-30,48.76,64.87,69.5,80.97
2017-03-31,48.73,64.86,69.31,81.14
2017-04-03,48.57,65.0,69.32,81.15
2017-04-04,48.47,65.08,69.37,80.97
2017-04-05,48.38,64.87,69.16,80.95
2017-04-06,48.12,64.57,68.78,80.54
2017-04-07,47.98,64.28,68.19,79.65
2017-04-10,48.38,64.58,68.43,80.17
2017-04-11,48.4,64.53,68.48,80.46
2017-04-12,48.64,64.69,68.63,80.87
2017-04-13,48.54,64.44,68.46,80.67
2017-04-17,48.57,64.54,68.75,81.16
2017-04-18,48.29,64.59,69.15,82.5
2017-04-19,48.01,64.62,69.24,82.75
2017-04-20,47.94,64.63,69.44,82.82
2017-04-21,47.87,64.65,69.16,82.7
2017-04-24,47.8,64.49,70.02,82.46
2017-04-25,47.33,64.33,70.27,82.51
2017-04-26,47.17,64.12,69.8,82.29
2017-04-27,47.06,64.11,69.73,82.69
2017-04-28,47.06,64.29,70.1,83.2
2017-05-01,47.06,64.28,70.13,83.03
2017-05-02,46.77,64.17,70.02,82.92
2017-05-03,46.79,64.17,70.02,82.83
2017-05-04,46.73,64.22,70.36,82.91
2017-05-05,46.9,64.32,70.65,83.33
2017-05-08,46.95,64.34,70.35,83.28
2017-05-09,47.1,64.66,70.37,83.61
2017-05-10,47.21,64.55,70.16,83.53
2017-05-11,46.99,64.41,69.98,82.95
2017-05-12,46.84,64.23,70.13,82.72
2017-05-15,46.95,64.04,70.3,82.66
2017-05-16,47.1,64.04,70.95,82.67
2017-05-17,47.1,64.13,71.41,83.08
2017-05-18,47.66,64.88,72.11,84.26
2017-05-19,47.66,64.56,72.27,84.08
2017-05-23,48.08,64.86,72.69,84.19
2017-05-24,48.1,64.74,72.45,83.83
2017-05-25,47.98,64.55,72.37,83.6
2017-05-26,47.94,64.51,72.09,82.6
2017-05-29,48.01,64.55,72.14,82.89
2017-05-30,48.01,64.66,72.29,83.14
2017-05-31,47.78,64.5,72.45,83.07
2017-06-01,47.73,64.44,72.27,83.02
2017-06-02,47.71,64.43,72.6,82.97
2017-06-05,47.73,64.36,72.42,83.13
2017-06-06,47.87,64.44,72.62,83.07
2017-06-07,47.73,64.4,72.45,83.35
2017-06-08,47.57,64.24,72.05,83.08
2017-06-09,47.76,64.25,71.88,81.79
2017-06-12,48.08,64.5,72.27,81.64
2017-06-13,48.61,64.36,72.12,81.98
2017-06-14,48.64,64.25,72.33,82.12
2017-06-15,48.61,64.57,72.0,82.36
2017-06-16,48.73,64.48,72.14,82.43
2017-06-19,48.78,64.49,71.99,82.21
2017-06-20,48.64,64.53,71.84,81.5
2017-06-21,48.47,64.52,71.93,81.75
2017-06-22,48.8,64.62,72.08,81.85
2017-06-23,48.61,64.5,72.21,82.08
2017-06-26,48.69,64.45,72.15,82.03
2017-06-27,48.9,64.49,72.92,82.44
2017-06-28,49.41,64.53,73.34,83.33
2017-06-29,49.68,64.65,73.86,83.97
2017-06-30,49.8,64.63,73.77,83.97
2017-07-04,50.05,64.77,73.5,83.71
2017-07-05,49.93,64.81,73.46,83.74
2017-07-06,50.0,64.73,73.83,83.86
2017-07-07,50.13,64.6,73.64,83.22
2017-07-10,50.02,64.47,73.48,83.03
2017-07-11,49.95,64.54,73.8,82.97
2017-07-12,50.4,64.49,73.65,83.1
2017-07-13,50.58,64.46,73.49,83.37
2017-07-14,50.81,64.39,73.76,84.11
2017-07-17,50.79,64.34,73.82,84.04
2017-07-18,50.94,64.33,74.41,83.85
2017-07-19,51.05,64.29,74.08,83.77
2017-07-20,51.15,64.37,74.7,83.5
2017-07-21,51.31,64.39,75.07,83.62
2017-07-24,51.47,64.4,74.96,83.91
2017-07-25,51.47,64.37,75.1,83.99
2017-07-26,51.47,64.36,75.0,84.05
2017-07-27,51.23,64.14,74.9,83.98
2017-07-28,51.52,64.13,75.32,84.12
2017-07-31,51.41,64.19,75.68,84.51
2017-08-01,51.2,64.08,75.67,84.69
2017-08-02,50.68,63.66,75.47,84.23
2017-08-03,50.63,63.69,75.58,83.64
2017-08-04,50.38,63.67,74.99,83.1
2017-08-08,50.25,63.68,74.93,82.7
2017-08-09,50.28,63.88,74.99,83.0
2017-08-10,50.43,64.1,75.32,83.24
2017-08-11,50.56,64.13,75.75,83.34
2017-08-14,50.45,64.1,75.56,83.16
2017-08-15,50.28,64.13,75.2,82.49
2017-08-16,50.53,64.17,75.21,82.55
2017-08-17,50.74,64.17,75.28,82.65
2017-08-18,50.94,64.12,75.33,82.51
2017-08-21,50.99,64.13,75.7,82.72
2017-08-22,51.05,64.07,75.34,82.2
2017-08-23,50.99,64.07,75.65,81.99
2017-08-24,51.1,64.02,75.57,82.0
2017-08-25,51.23,64.0,75.93,82.34
2017-08-28,51.2,63.91,76.44,82.62
2017-08-29,51.15,64.02,76.92,82.81
2017-08-30,50.76,63.98,76.19,82.68
2017-08-31,50.99,63.93,75.92,82.41
2017-09-01,51.68,64.03,76.07,83.0
2017-09-05,51.84,64.13,76.38,83.43
2017-09-06,52.25,64.08,76.43,83.64
2017-09-07,52.69,64.0,76.84,83.77
2017-09-08,52.58,63.79,76.77,84.2
2017-09-11,52.71,63.93,76.55,84.28
2017-09-12,52.66,64.03,76.56,84.99
2017-09-13,52.52,64.01,76.24,84.66
2017-09-14,52.58,64.13,76.27,85.8
2017-09-15,52.63,64.12,76.65,87.06
2017-09-18,52.41,64.14,76.63,86.69
2017-09-19,52.38,64.31,77.07,86.89
2017-09-20,52.38,64.29,76.99,87.08
2017-09-21,52.52,64.81,77.3,87.79
2017-09-22,52.6,64.79,77.48,87.69
2017-09-25,52.77,65.12,77.22,87.81
2017-09-26,52.91,65.45,77.14,87.94
2017-09-27,52.94,65.71,77.17,88.04
2017-09-28,52.58,65.46,77.14,87.95
2017-09-29,52.33,65.31,77.14,87.47
2017-10-02,52.22,65.3,76.69,86.69
2017-10-03,52.41,65.51,77.0,86.78
2017-10-04,52.11,65.03,76.49,86.26
2017-10-05,51.92,65.15,76.32,85.55
2017-10-06,52.11,65.39,76.64,85.37
2017-10-10,52.19,65.25,77.0,86.14
2017-10-11,52.14,65.16,77.19,86.06
2017-10-12,52.16,65.06,77.05,85.92
2017-10-13,51.89,64.8,76.7,86.18
2017-10-16,51.65,64.72,76.38,85.88
2017-10-17,51.81,65.02,76.44,85.69
2017-10-18,52.11,65.07,76.64,85.77
2017-10-19,52.08,64.99,76.93,85.6
2017-10-20,51.6,65.02,76.64,85.73
2017-10-23,51.41,65.01,76.35,85.77
2017-10-24,51.39,65.09,76.57,85.51
2017-10-25,50.84,64.93,76.63,86.04
2017-10-26,50.53,64.84,75.84,85.44
2017-10-27,50.53,65.05,75.42,85.29
2017-10-30,50.53,64.87,75.42,85.59
2017-10-31,50.23,64.76,75.41,85.86
2017-11-01,50.13,64.59,75.08,85.71
2017-11-02,50.38,64.59,75.31,84.52
2017-11-03,50.58,64.56,75.03,84.44
2017-11-06,50.71,64.63,74.97,84.91
2017-11-07,50.86,65.03,75.29,85.48
2017-11-08,51.02,64.94,75.29,85.11
2017-11-09,51.2,64.99,75.62,85.34
2017-11-10,51.39,65.17,76.0,86.05
2017-11-14,51.39,65.43,77.03,85.97
2017-11-15,51.1,65.27,77.07,85.95
2017-11-16,51.26,65.33,76.89,86.18
2017-11-17,50.86,65.02,76.69,85.87
2017-11-20,50.89,65.1,76.49,86.2
2017-11-21,50.79,64.9,76.16,85.92
2017-11-22,50.97,64.88,76.49,86.21
2017-11-23,50.79,64.58,76.52,85.93
2017-11-24,50.89,64.67,77.1,86.24
2017-11-27,50.63,64.48,76.86,86.02
2017-11-28,50.3,64.42,76.47,85.65
2017-11-29,50.05,64.33,76.23,86.31
2017-11-30,50.02,64.47,76.69,87.06
2017-12-01,50.68,64.52,76.71,87.0
2017-12-04,50.71,64.38,76.28,86.79
2017-12-05,50.76,64.37,76.1,86.49
2017-12-06,50.58,64.53,76.12,86.33
2017-12-07,50.28,64.57,76.12,86.7
2017-12-08,50.13,64.46,75.8,86.36
2017-12-11,50.08,64.37,75.9,85.95
2017-12-12,50.02,64.39,75.57,85.8
2017-12-13,50.15,64.45,75.87,86.16
2017-12-14,50.25,64.35,75.9,86.4
2017-12-15,49.93,64.07,75.43,85.38
2017-12-18,49.93,64.23,75.77,86.03
2017-12-19,49.68,64.01,75.72,85.55
2017-12-20,49.93,64.11,76.12,85.93
2017-12-21,50.28,64.02,75.97,85.58
2017-12-22,50.18,64.02,75.83,85.63
2017-12-27,50.74,64.13,76.32,85.98
2017-12-28,50.92,64.09,76.58,86.18
2017-12-29,50.92,63.87,76.64,86.36
2018-01-02,50.71,63.47,76.48,86.18
2018-01-03,50.68,63.52,76.37,85.91
2018-01-04,50.66,63.4,76.52,85.88
2018-01-05,51.1,63.38,76.32,85.96
2018-01-08,51.1,63.47,75.97,86.07
2018-01-09,51.12,63.67,75.94,86.11
2018-01-10,50.92,63.63,76.17,86.01
2018-01-11,50.81,63.69,76.67,86.19
2018-01-12,50.86,63.6,77.26,87.08
2018-01-15,51.12,63.51,77.92,87.63
2018-01-16,51.57,64.05,78.4,88.23
2018-01-17,51.41,63.88,78.16,88.43
2018-01-18,51.31,63.86,78.16,88.65
2018-01-19,51.23,63.83,78.1,88.49
2018-01-22,51.28,63.89,78.25,89.11
2018-01-23,51.2,63.77,78.31,89.17
2018-01-24,51.6,63.68,78.9,90.46
2018-01-25,51.57,63.55,79.23,90.55
2018-01-26,51.63,63.61,79.06,90.25
2018-01-29,51.55,63.58,78.64,89.44
2018-01-30,51.65,63.68,79.03,90.02
2018-01-31,51.71,63.56,79.04,90.14
2018-02-01,52.08,64.0,79.85,91.13
2018-02-02,51.79,64.11,79.85,90.68
2018-02-05,51.33,64.08,79.57,89.81
2018-02-06,51.28,64.26,79.46,89.47
2018-02-07,51.23,64.27,79.01,89.26
2018-02-08,51.07,64.27,78.8,89.75
2018-02-09,51.05,64.36,78.77,88.86
2018-02-12,51.02,64.3,78.9,88.88
2018-02-13,51.02,64.29,79.42,89.24
2018-02-14,51.02,64.09,79.42,89.34
2018-02-15,51.1,63.91,79.8,89.93
2018-02-16,51.2,64.21,79.85,90.11
2018-02-20,51.36,64.83,80.02,90.73
2018-02-21,51.12,64.78,79.8,90.37
2018-02-22,51.15,65.01,80.12,90.65
2018-02-23,51.1,64.73,79.61,90.48
2018-02-26,51.07,64.79,79.73,90.5
2018-02-27,50.92,64.87,79.5,90.24
2018-02-28,50.89,65.19,79.58,89.91
2018-03-01,50.74,65.2,79.57,89.63
2018-03-02,50.61,65.24,80.35,89.88
2018-03-05,50.15,65.08,80.21,90.04
2018-03-06,50.33,64.91,80.51,90.18
2018-03-07,50.1,64.86,80.47,90.08
2018-03-08,50.4,65.16,80.39,90.14
2018-03-09,50.74,65.14,80.21,90.25
2018-03-12,50.66,64.99,80.07,90.31
2018-03-13,50.23,64.85,80.3,90.56
2018-03-14,50.1,64.85,80.21,90.55
2018-03-15,49.85,64.97,80.07,90.63
2018-03-16,49.63,64.95,79.82,90.51
2018-03-19,49.85,65.2,80.38,91.58
2018-03-20,49.85,65.19,79.97,91.29
2018-03-21,50.33,65.21,80.13,91.82
2018-03-22,50.43,65.09,80.13,91.87
2018-03-23,50.56,64.99,80.29,91.95
2018-03-26,50.33,64.85,80.67,92.23
2018-03-27,50.48,64.96,80.55,91.89
2018-03-28,50.51,65.16,80.42,91.9
2018-03-29,50.51,65.12,80.14,91.44
2018-04-02,50.45,65.13,80.17,91.48
2018-04-03,50.74,65.0,79.76,91.36
2018-04-04,50.81,65.09,79.99,91.6
2018-04-05,50.81,64.92,79.46,90.91
2018-04-06,50.89,64.96,79.7,91.44
2018-04-09,51.02,64.94,79.99,91.8
2018-04-10,51.49,64.97,80.26,92.07
2018-04-11,51.87,65.27,80.77,92.61
2018-04-12,51.84,65.3,80.46,92.85
2018-04-13,51.81,65.27,80.47,93.02
2018-04-16,52.06,65.48,81.05,93.79
2018-04-17,52.3,65.65,81.11,93.9
2018-04-18,52.06,65.66,81.31,93.37
2018-04-19,52.11,65.83,81.35,93.32
2018-04-20,51.98,66.15,81.27,92.81
2018-04-23,51.79,66.46,81.21,92.69
2018-04-24,51.76,66.4,81.19,92.76
2018-04-25,52.03,66.96,81.55,93.33
2018-04-26,51.92,66.78,81.0,93.1
2018-04-27,51.87,66.69,80.69,91.89
2018-04-30,51.79,66.47,80.32,91.43
2018-05-01,51.81,66.67,80.04,90.84
2018-05-02,51.92,66.72,79.92,90.83
2018-05-03,51.87,66.71,79.92,90.57
2018-05-04,51.98,66.85,79.88,90.48
2018-05-07,52.19,67.14,80.04,91.02
2018-05-08,51.79,67.13,79.65,90.79
2018-05-09,52.36,67.31,79.86,91.34
2018-05-10,52.63,67.24,80.09,90.83
2018-05-11,52.69,67.33,80.45,91.27
2018-05-14,52.88,67.56,80.85,91.75
2018-05-15,52.88,68.09,80.71,91.92
2018-05-16,52.91,67.77,79.95,91.41
2018-05-17,52.94,67.77,79.95,91.55
2018-05-18,52.8,68.0,80.06,91.65
2018-05-22,53.22,68.05,80.18,91.42
2018-05-23,53.11,68.38,80.01,91.22
2018-05-24,53.02,68.35,80.18,91.52
2018-05-25,52.25,67.78,79.06,90.29
2018-05-28,51.84,67.4,78.35,89.7
2018-05-29,52.08,67.81,78.34,89.92
2018-05-30,52.3,67.45,78.53,89.62
2018-05-31,52.06,67.4,78.7,89.65
2018-06-01,51.71,67.03,78.2,89.41
2018-06-04,51.87,67.05,78.47,89.42
2018-06-05,51.65,67.11,78.48,89.75
2018-06-06,51.81,66.91,78.78,89.78
2018-06-07,51.87,67.28,79.51,90.27
2018-06-08,52.11,67.55,79.47,90.51
2018-06-11,51.92,67.46,79.56,90.27
2018-06-12,51.89,67.48,79.46,90.29
2018-06-13,52.06,67.61,79.62,90.35
2018-06-14,51.84,67.66,78.76,90.09
2018-06-15,51.65,68.06,79.02,90.39
2018-06-18,51.55,68.08,79.04,90.16
2018-06-19,51.47,68.33,79.05,90.01
2018-06-20,51.18,68.07,78.85,89.77
2018-06-21,51.05,67.94,78.83,90.01
2018-06-22,50.99,67.86,79.06,90.04
2018-06-25,51.2,68.12,79.66,90.43
2018-06-26,51.33,68.31,79.64,90.39
2018-06-27,51.55,68.59,79.48,90.17
2018-06-28,51.89,68.85,79.69,90.08
2018-06-29,52.0,68.48,79.88,90.26
2018-07-03,52.11,68.55,79.88,90.34
2018-07-04,52.27,68.7,80.06,90.85
2018-07-05,52.49,68.92,80.6,91.16
2018-07-06,52.52,68.83,80.84,91.3
2018-07-09,52.44,68.68,80.74,91.13
2018-07-10,52.41,68.79,80.68,91.26
2018-07-11,52.27,68.75,80.5,90.98
2018-07-12,52.03,68.5,79.99,90.56
2018-07-13,52.0,68.49,79.88,90.42
2018-07-16,52.19,68.56,80.3,90.8
2018-07-17,51.89,68.43,79.91,89.98
2018-07-18,51.98,68.63,79.89,89.58
2018-07-19,52.08,69.04,80.21,89.74
2018-07-20,52.33,68.77,80.54,90.16
2018-07-23,52.33,68.84,80.57,90.27
2018-07-24,52.41,68.96,80.62,90.59
2018-07-25,52.52,68.74,80.37,90.46
2018-07-26,52.55,68.65,80.09,90.18
2018-07-27,52.52,68.6,79.94,89.95
2018-07-30,52.69,68.6,80.32,90.12
2018-07-31,52.63,68.51,80.21,89.94
2018-08-01,52.58,68.36,79.79,89.72
2018-08-02,52.77,68.68,79.73,89.51
2018-08-03,52.83,68.58,79.47,89.25
2018-08-07,52.71,68.65,79.59,88.88
2018-08-08,52.6,68.66,79.65,88.43
2018-08-09,52.69,68.7,79.48,88.39
2018-08-10,52.52,68.87,78.63,87.89
2018-08-13,53.3,70.02,79.86,89.37
2018-08-14,53.45,69.95,79.47,89.11
2018-08-15,53.22,69.92,79.23,88.74
2018-08-16,53.33,70.14,79.79,89.18
2018-08-17,53.59,70.1,80.02,89.26
2018-08-20,53.45,69.83,79.93,89.2
2018-08-21,53.59,69.86,80.63,89.92
2018-08-22,53.68,69.87,81.03,90.23
2018-08-23,53.68,70.12,81.04,89.99
2018-08-24,53.68,69.97,81.29,89.94
2018-08-27,54.02,70.16,81.86,90.42
2018-08-28,54.26,70.09,82.09,90.35
2018-08-29,54.56,70.55,82.48,91.52
2018-08-30,54.5,70.74,82.5,92.02
2018-08-31,54.38,70.99,82.46,92.07
2018-09-04,54.32,71.6,82.81,91.96
2018-09-05,54.44,71.77,83.39,92.65
2018-09-06,54.56,71.95,83.67,93.09
2018-09-07,54.53,71.78,83.05,92.9
2018-09-10,55.04,72.44,84.02,94.31
2018-09-11,55.31,72.68,84.21,94.52
2018-09-12,55.46,72.18,83.87,94.08
2018-09-13,55.43,72.05,84.15,94.39
2018-09-14,55.16,71.89,83.75,94.03
2018-09-17,55.71,72.53,84.76,95.39
2018-09-18,56.12,72.91,85.18,95.85
2018-09-19,55.9,72.37,84.49,95.14
2018-09-20,55.8,72.01,84.71,95.5
2018-09-21,55.9,72.2,84.81,94.49
2018-09-24,56.18,72.67,85.54,95.43
2018-09-25,56.12,72.66,85.56,95.67
2018-09-26,55.96,72.61,85.3,95.66
2018-09-27,55.65,72.59,84.74,95.16
2018-09-28,56.02,72.52,84.15,94.54
2018-10-01,56.95,72.91,84.46,95.12
2018-10-02,56.88,72.91,84.19,94.61
2018-10-03,57.14,73.33,84.52,95.26
2018-10-04,57.08,73.63,84.75,95.83
2018-10-05,57.01,73.75,84.95,96.55
2018-10-09,57.34,74.34,85.31,97.46
2018-10-10,57.14,74.24,85.57,97.95
2018-10-11,56.79,74.04,85.71,97.87
2018-10-12,56.47,73.58,85.05,96.88
2018-10-15,56.79,73.78,85.48,97.05
2018-10-16,56.79,73.47,85.11,97.0
2018-10-17,56.59,73.54,84.77,96.54
2018-10-18,56.31,73.52,84.41,96.02
2018-10-19,55.99,73.37,84.34,95.76
2018-10-22,56.12,73.54,84.38,95.42
2018-10-23,56.15,73.54,84.39,95.56
2018-10-24,56.18,73.2,83.4,94.42
2018-10-25,56.02,73.25,83.35,94.03
2018-10-26,56.05,73.48,83.64,94.2
2018-10-29,55.96,73.41,83.58,94.04
2018-10-30,56.05,73.62,83.62,93.72
2018-10-31,56.27,73.96,83.71,94.4
2018-11-01,56.12,73.45,83.76,95.23
2018-11-02,55.28,72.44,82.59,94.01
2018-11-05,55.8,73.08,83.31,95.2
2018-11-06,55.56,72.94,83.28,95.45
2018-11-07,55.34,72.47,83.08,95.26
2018-11-08,55.19,72.37,82.56,94.78
2018-11-09,54.88,72.48,82.18,94.22
2018-11-13,54.85,72.63,81.88,94.23
2018-11-14,54.64,72.32,81.8,93.9
2018-11-15,54.5,71.95,81.44,91.92
2018-11-16,54.7,71.96,82.05,92.4
2018-11-19,54.32,71.6,81.97,92.03
2018-11-20,53.91,71.48,81.39,91.56
2018-11-21,53.73,71.31,81.27,91.18
2018-11-22,53.53,70.69,80.62,91.01
2018-11-23,53.42,70.66,80.13,90.56
2018-11-26,53.53,70.82,80.34,90.85
2018-11-27,53.28,70.8,80.01,90.22
2018-11-28,53.08,70.61,79.95,90.37
2018-11-29,52.58,69.79,79.43,89.19
2018-11-30,52.36,69.64,78.89,88.82
2018-12-03,53.39,70.43,79.91,89.65
2018-12-04,53.36,70.54,80.13,89.83
2018-12-05,52.83,70.54,80.03,89.9
2018-12-06,52.88,70.88,80.67,90.59
2018-12-07,53.28,70.85,80.74,90.3
2018-12-10,54.17,72.48,82.46,91.19
2018-12-11,53.91,72.25,81.87,90.64
2018-12-12,53.82,71.83,81.63,90.75
2018-12-13,53.56,71.55,81.26,90.49
2018-12-14,53.79,71.97,81.29,90.44
2018-12-17,53.45,71.61,81.26,90.35
2018-12-18,52.49,70.62,80.28,89.33
2018-12-19,52.25,70.27,80.19,88.86
2018-12-20,51.81,69.92,80.07,88.56
2018-12-21,51.68,70.11,79.86,88.67
2018-12-24,51.6,70.12,80.05,89.09
2018-12-27,51.57,70.35,80.36,88.94
2018-12-28,51.28,69.94,80.05,88.76
2018-12-31,51.1,69.71,79.78,89.11
2019-01-02,51.52,70.07,79.55,88.32
2019-01-03,51.95,70.14,79.88,88.48
2019-01-04,51.98,69.7,79.41,88.53
2019-01-07,52.38,69.74,79.97,89.04
2019-01-08,52.77,70.15,80.26,89.27
2019-01-09,53.3,70.47,81.18,89.99
2019-01-10,53.22,70.43,81.09,89.85
2019-01-11,53.11,70.41,80.84,90.34
2019-01-14,53.33,70.77,81.16,91.07
2019-01-15,53.56,71.06,81.09,90.89
2019-01-16,53.59,71.0,80.94,91.35
2019-01-17,53.48,71.09,80.96,92.01
2019-01-18,53.68,71.18,80.94,91.8
2019-01-21,53.56,71.22,80.96,91.76
2019-01-22,53.42,71.26,80.95,92.27
2019-01-23,53.36,71.23,81.05,93.03
2019-01-24,53.22,71.05,80.48,92.65
2019-01-25,53.5,70.93,80.82,93.33
2019-01-28,53.62,71.1,81.27,93.57
2019-01-29,53.76,71.32,81.49,93.78
2019-01-30,54.02,71.27,81.49,93.22
2019-01-31,54.0,70.97,81.35,93.11
2019-02-01,54.53,71.4,81.87,93.39
2019-02-04,54.62,71.69,81.98,93.59
2019-02-05,54.5,71.57,81.7,92.75
2019-02-06,54.26,71.57,81.42,92.69
2019-02-07,53.71,71.35,80.98,92.5
2019-02-08,53.68,71.23,80.71,92.19
2019-02-11,53.5,71.13,80.26,91.53
2019-02-12,53.28,70.58,79.86,90.98
2019-02-13,53.5,70.84,79.94,91.19
2019-02-14,53.48,71.11,80.29,91.0
2019-02-15,53.79,71.36,80.48,91.72
2019-02-19,53.88,71.33,80.81,92.9
2019-02-20,53.94,71.03,80.63,92.76
2019-02-21,53.91,71.14,80.66,92.84
2019-02-22,53.97,71.09,80.62,92.73
2019-02-25,53.79,70.87,80.46,92.68
2019-02-26,53.88,71.09,80.86,94.05
2019-02-27,54.14,71.17,80.96,94.75
2019-02-28,53.82,70.88,80.68,94.1
2019-03-01,53.48,70.91,80.66,93.76
2019-03-04,53.25,70.91,80.35,93.49
2019-03-05,52.88,70.57,79.8,92.76
2019-03-06,52.22,70.08,79.26,92.2
2019-03-07,52.14,70.06,78.64,91.8
2019-03-08,52.16,70.02,78.67,91.2
2019-03-11,52.08,69.86,78.53,91.52
2019-03-12,52.06,69.64,78.58,91.18
2019-03-13,52.19,69.55,78.65,91.8
2019-03-14,52.06,69.38,78.41,91.95
2019-03-15,51.71,68.99,78.11,91.59
2019-03-18,51.41,68.61,77.8,90.82
2019-03-19,51.92,69.01,78.35,91.58
2019-03-20,51.68,68.82,78.27,90.82
2019-03-21,51.41,68.72,78.12,89.97
2019-03-22,51.47,69.02,77.94,91.03
2019-03-25,51.33,68.89,77.98,90.94
2019-03-26,51.52,68.96,77.84,91.2
2019-03-27,51.52,69.11,77.8,91.41
2019-03-28,51.57,69.26,77.76,90.6
2019-03-29,51.76,69.17,77.65,90.16
2019-04-01,51.89,69.21,77.64,90.81
2019-04-02,51.65,68.93,77.17,90.06
2019-04-03,51.41,68.5,76.99,90.14
2019-04-04,51.71,69.06,77.48,90.4
2019-04-05,51.65,69.14,77.58,90.08
2019-04-08,52.22,69.58,78.37,90.85
2019-04-09,52.06,69.32,78.14,90.45
2019-04-10,51.89,69.15,77.89,90.52
2019-04-11,51.57,68.99,77.7,90.18
2019-04-12,51.92,69.21,78.26,90.63
2019-04-15,51.98,69.41,78.47,90.95
2019-04-16,52.06,69.55,78.54,90.82
2019-04-17,52.08,69.44,78.46,90.55
2019-04-18,51.87,69.41,78.0,90.22
2019-04-22,52.19,69.69,78.45,90.49
2019-04-23,51.98,69.76,78.22,90.33
2019-04-24,51.89,69.93,78.17,90.44
2019-04-25,52.06,70.24,78.22,90.58
2019-04-26,51.92,69.89,77.96,90.32
2019-04-29,51.89,69.83,77.99,90.25
2019-04-30,51.89,69.66,78.13,90.78
2019-05-01,51.84,69.55,78.12,90.93
2019-05-02,51.55,69.39,77.6,90.43
2019-05-03,51.47,69.11,77.31,90.64
2019-05-06,51.57,69.4,77.71,90.88
2019-05-07,51.65,69.61,77.83,90.87
2019-05-08,51.76,69.7,78.04,90.66
2019-05-09,52.03,70.15,78.7,91.29
2019-05-10,52.19,70.03,78.7,91.2
2019-05-13,52.47,70.6,79.37,91.67
2019-05-14,52.22,70.33,78.85,90.85
2019-05-15,52.25,70.28,78.71,90.35
2019-05-16,52.16,70.1,78.38,89.72
2019-05-17,52.16,70.26,78.45,89.48
2019-05-21,51.95,69.68,77.75,88.68
2019-05-22,51.98,69.7,77.79,88.26
2019-05-23,51.73,69.73,77.82,88.26
2019-05-24,51.63,69.42,77.77,88.14
2019-05-27,51.71,69.5,77.81,88.12
2019-05-28,51.63,69.58,77.76,88.14
2019-05-29,51.65,69.8,77.76,88.19
2019-05-30,51.73,69.84,77.76,88.1
2019-05-31,51.49,69.65,77.74,87.87
2019-06-03,51.36,69.18,77.61,87.46
2019-06-04,51.65,69.29,77.92,87.91
2019-06-05,51.76,69.36,78.03,88.16
